mode,initial_budget,dca_levels,first_level,level_step,num_levels,take_profit_percent,stop_loss_percent,roi,net_pnl,total_trades,win_rate,stop_loss_rate,avg_trade_pnl,avg_trade_duration_days,largest_loss,largest_profit,error
short,1000,"[8, 12, 16, 20, 24]",8,4,5,5,0,17.0,170.0,6,100.0,0.0,28.33,11.82,10.0,50.0,
short,1000,"[8, 12, 16, 20, 24]",8,4,5,4,15,16.8165,168.17,288,64.93,36.11,0.58,2.02,-18.32,24.0,
short,1000,"[5, 8, 11, 14, 17]",5,3,5,6,0,16.8,168.0,4,100.0,0.0,42.0,17.43,12.0,60.0,
short,1000,"[5, 9, 13, 17, 21]",5,4,5,7,0,16.8,168.0,4,100.0,0.0,42.0,17.43,14.0,70.0,
short,1000,"[6, 9, 12, 15, 18]",6,3,5,6,0,16.8,168.0,5,100.0,0.0,33.6,13.9,12.0,60.0,
short,1000,"[6, 10, 14, 18, 22]",6,4,5,7,0,16.8,168.0,4,100.0,0.0,42.0,17.39,14.0,70.0,
short,1000,"[7, 10, 13, 16, 19]",7,3,5,6,0,16.8,168.0,5,100.0,0.0,33.6,13.89,12.0,60.0,
short,1000,"[5, 8, 11]",5,3,3,5,0,16.6667,166.67,4,100.0,0.0,41.67,17.43,16.67,50.0,
short,1000,"[5, 10, 15]",5,5,3,5,0,16.6667,166.67,5,100.0,0.0,33.33,13.93,16.67,50.0,
short,1000,"[6, 11, 16]",6,5,3,5,0,16.6667,166.67,5,100.0,0.0,33.33,13.9,16.67,50.0,
short,1000,"[6, 11, 16, 21, 26, 31]",6,5,6,5,0,16.6667,166.67,7,100.0,0.0,23.81,10.12,8.33,50.0,
short,1000,"[7, 11, 15]",7,4,3,5,0,16.6667,166.67,5,100.0,0.0,33.33,13.89,16.67,50.0,
short,1000,"[7, 11, 15, 19, 23, 27]",7,4,6,5,0,16.6667,166.67,7,100.0,0.0,23.81,10.31,8.33,50.0,
short,1000,"[8, 11, 14]",8,3,3,5,0,16.6667,166.67,4,100.0,0.0,41.67,16.94,16.67,50.0,
short,1000,"[8, 11, 14, 17, 20, 23]",8,3,6,5,0,16.6667,166.67,6,100.0,0.0,27.78,11.83,8.33,50.0,
short,1000,"[7, 10, 13, 16]",7,3,4,5,10,16.6516,166.52,392,35.97,66.33,0.42,1.33,-7.01,37.5,
short,1000,"[5, 9, 13, 17]",5,4,4,6,0,16.5,165.0,4,100.0,0.0,41.25,17.43,15.0,60.0,
short,1000,"[6, 10, 14, 18]",6,4,4,6,0,16.5,165.0,4,100.0,0.0,41.25,17.39,15.0,60.0,
short,1000,"[6, 11, 16, 21]",6,5,4,6,0,16.5,165.0,5,100.0,0.0,33.0,13.88,15.0,60.0,
short,1000,"[7, 11, 15, 19]",7,4,4,6,0,16.5,165.0,5,100.0,0.0,33.0,13.89,15.0,60.0,
short,1000,"[8, 11, 14, 17]",8,3,4,3,0,16.5,165.0,9,100.0,0.0,18.33,7.94,7.5,30.0,
short,1000,"[8, 11, 14, 17]",8,3,4,6,0,16.5,165.0,4,100.0,0.0,41.25,16.94,15.0,60.0,
short,1000,"[6, 11, 16, 21, 26]",6,5,5,5,10,16.3733,163.73,440,42.27,59.77,0.37,1.63,-7.55,48.18,
short,1000,"[6, 9, 12, 15, 18, 21]",6,3,6,7,0,16.3333,163.33,4,100.0,0.0,40.83,17.39,11.67,70.0,
short,1000,"[8, 13, 18]",8,5,3,7,0,16.3333,163.33,3,100.0,0.0,54.44,22.6,46.67,70.0,
short,1000,"[6, 11, 16, 21, 26, 31]",6,5,6,5,10,16.3162,163.16,440,42.27,59.77,0.37,1.63,-6.29,66.87,
short,1000,"[6, 9, 12, 15]",6,3,4,5,0,16.25,162.5,5,100.0,0.0,32.5,13.9,12.5,50.0,
short,1000,"[7, 10, 13, 16]",7,3,4,5,0,16.25,162.5,5,100.0,0.0,32.5,13.89,12.5,50.0,
short,1000,"[6, 9, 12, 15]",6,3,4,4,10,16.185,161.85,481,50.73,51.56,0.34,1.34,-11.73,30.0,
short,1000,"[7, 10, 13, 16, 19, 22]",7,3,6,7,10,16.1006,161.01,359,28.69,73.82,0.45,1.7,-4.67,37.37,
short,1000,"[5, 8, 11]",5,3,3,4,0,16.0,160.0,5,100.0,0.0,32.0,13.93,13.33,40.0,
short,1000,"[5, 8, 11, 14, 17]",5,3,5,5,0,16.0,160.0,5,100.0,0.0,32.0,13.93,10.0,50.0,
short,1000,"[6, 10, 14, 18, 22]",6,4,5,4,0,16.0,160.0,7,100.0,0.0,22.86,10.39,8.0,40.0,
short,1000,"[7, 12, 17]",7,5,3,6,0,16.0,160.0,4,100.0,0.0,40.0,17.38,20.0,60.0,
short,1000,"[8, 13, 18]",8,5,3,3,0,16.0,160.0,8,100.0,0.0,20.0,9.03,10.0,30.0,
short,1000,"[8, 13, 18]",8,5,3,6,0,16.0,160.0,4,100.0,0.0,40.0,16.94,20.0,60.0,
short,1000,"[8, 13, 18, 23, 28]",8,5,5,5,0,16.0,160.0,6,100.0,0.0,26.67,11.39,10.0,50.0,
short,1000,"[7, 12, 17, 22, 27, 32]",7,5,6,5,0,15.8333,158.33,7,100.0,0.0,22.62,9.95,8.33,50.0,
short,1000,"[8, 12, 16, 20, 24, 28]",8,4,6,5,0,15.8333,158.33,6,100.0,0.0,26.39,11.31,8.33,50.0,
short,1000,"[7, 12, 17, 22]",7,5,4,7,0,15.75,157.5,4,100.0,0.0,39.38,17.38,17.5,70.0,
short,1000,"[8, 12, 16, 20, 24, 28]",8,4,6,4,15,15.7065,157.06,288,64.93,36.11,0.55,2.02,-15.27,22.14,
short,1000,"[8, 12, 16, 20]",8,4,4,4,15,15.5771,155.77,288,63.89,36.11,0.54,2.02,-22.9,30.0,
short,1000,"[5, 10, 15, 20, 25]",5,5,5,7,0,15.4,154.0,4,100.0,0.0,38.5,17.41,14.0,70.0,
short,1000,"[6, 11, 16, 21, 26]",6,5,5,7,0,15.4,154.0,4,100.0,0.0,38.5,17.35,14.0,70.0,
short,1000,"[7, 11, 15, 19, 23]",7,4,5,7,0,15.4,154.0,4,100.0,0.0,38.5,17.35,14.0,70.0,
short,1000,"[8, 11, 14, 17, 20]",8,3,5,7,0,15.4,154.0,3,100.0,0.0,51.33,22.6,42.0,70.0,
short,1000,"[8, 12, 16, 20, 24]",8,4,5,7,0,15.4,154.0,4,100.0,0.0,38.5,16.91,14.0,70.0,
short,1000,"[7, 10, 13, 16, 19]",7,3,5,7,10,15.3863,153.86,359,28.69,73.82,0.43,1.7,-5.61,42.0,
short,1000,"[5, 10, 15, 20, 25, 30]",5,5,6,4,0,15.3333,153.33,9,100.0,0.0,17.04,7.92,6.67,40.0,
short,1000,"[7, 10, 13, 16, 19, 22]",7,3,6,4,0,15.3333,153.33,7,100.0,0.0,21.9,10.38,6.67,40.0,
short,1000,"[5, 10, 15, 20, 25]",5,5,5,4,0,15.2,152.0,7,100.0,0.0,21.71,10.41,8.0,40.0,
short,1000,"[5, 9, 13, 17, 21, 25]",5,4,6,7,0,15.1667,151.67,4,100.0,0.0,37.92,17.41,11.67,70.0,
short,1000,"[6, 10, 14, 18, 22, 26]",6,4,6,7,0,15.1667,151.67,4,100.0,0.0,37.92,17.35,11.67,70.0,
short,1000,"[5, 8, 11, 14]",5,3,4,4,0,15.0,150.0,5,100.0,0.0,30.0,13.93,10.0,40.0,
short,1000,"[5, 8, 11, 14, 17, 20]",5,3,6,6,0,15.0,150.0,4,100.0,0.0,37.5,17.43,10.0,60.0,
short,1000,"[5, 9, 13, 17]",5,4,4,5,0,15.0,150.0,5,100.0,0.0,30.0,13.93,12.5,50.0,
short,1000,"[5, 10, 15, 20]",5,5,4,6,0,15.0,150.0,4,100.0,0.0,37.5,17.43,15.0,60.0,
short,1000,"[6, 9, 12, 15, 18, 21]",6,3,6,6,0,15.0,150.0,5,100.0,0.0,30.0,13.88,10.0,60.0,
short,1000,"[6, 10, 14, 18]",6,4,4,5,0,15.0,150.0,5,100.0,0.0,30.0,13.9,12.5,50.0,
short,1000,"[7, 10, 13, 16, 19, 22]",7,3,6,6,0,15.0,150.0,5,100.0,0.0,30.0,13.87,10.0,60.0,
short,1000,"[7, 12, 17]",7,5,3,5,0,15.0,150.0,5,100.0,0.0,30.0,13.89,16.67,50.0,
short,1000,"[7, 12, 17, 22]",7,5,4,4,0,15.0,150.0,7,100.0,0.0,21.43,10.38,10.0,40.0,
short,1000,"[8, 12, 16]",8,4,3,5,0,15.0,150.0,4,100.0,0.0,37.5,16.93,16.67,50.0,
short,1000,"[8, 12, 16, 20]",8,4,4,4,0,15.0,150.0,6,100.0,0.0,25.0,11.82,10.0,40.0,
short,1000,"[8, 12, 16, 20]",8,4,4,6,0,15.0,150.0,4,100.0,0.0,37.5,16.91,15.0,60.0,
short,1000,"[8, 13, 18, 23, 28, 33]",8,5,6,5,0,15.0,150.0,6,100.0,0.0,25.0,11.31,8.33,50.0,
short,1000,"[5, 9, 13]",5,4,3,4,0,14.6667,146.67,5,100.0,0.0,29.33,13.93,13.33,40.0,
short,1000,"[5, 9, 13, 17, 21, 25]",5,4,6,4,0,14.6667,146.67,7,100.0,0.0,20.95,10.39,6.67,40.0,
short,1000,"[6, 9, 12]",6,3,3,4,0,14.6667,146.67,5,100.0,0.0,29.33,13.9,13.33,40.0,
short,1000,"[6, 10, 14]",6,4,3,4,0,14.6667,146.67,5,100.0,0.0,29.33,13.9,13.33,40.0,
short,1000,"[6, 10, 14, 18, 22, 26]",6,4,6,4,0,14.6667,146.67,7,100.0,0.0,20.95,10.32,6.67,40.0,
short,1000,"[7, 10, 13]",7,3,3,4,0,14.6667,146.67,5,100.0,0.0,29.33,13.89,13.33,40.0,
short,1000,"[7, 12, 17, 22, 27, 32]",7,5,6,5,10,14.516,145.16,392,34.95,66.33,0.37,1.33,-4.67,74.76,
short,1000,"[5, 9, 13, 17, 21]",5,4,5,6,0,14.4,144.0,4,100.0,0.0,36.0,17.43,12.0,60.0,
short,1000,"[6, 10, 14, 18, 22]",6,4,5,6,0,14.4,144.0,4,100.0,0.0,36.0,17.35,12.0,60.0,
short,1000,"[6, 11, 16, 21, 26]",6,5,5,4,0,14.4,144.0,7,100.0,0.0,20.57,10.31,8.0,40.0,
short,1000,"[6, 11, 16, 21, 26]",6,5,5,6,0,14.4,144.0,5,100.0,0.0,28.8,13.87,12.0,60.0,
short,1000,"[7, 11, 15, 19, 23]",7,4,5,4,0,14.4,144.0,7,100.0,0.0,20.57,10.35,8.0,40.0,
short,1000,"[7, 11, 15, 19, 23]",7,4,5,6,0,14.4,144.0,5,100.0,0.0,28.8,13.87,12.0,60.0,
short,1000,"[8, 11, 14, 17, 20]",8,3,5,3,0,14.4,144.0,9,100.0,0.0,16.0,7.93,6.0,30.0,
short,1000,"[8, 11, 14, 17, 20]",8,3,5,4,0,14.4,144.0,6,100.0,0.0,24.0,11.82,8.0,40.0,
short,1000,"[8, 11, 14, 17, 20]",8,3,5,6,0,14.4,144.0,4,100.0,0.0,36.0,16.91,12.0,60.0,
short,1000,"[7, 12, 17, 22]",7,5,4,5,10,14.2608,142.61,392,34.95,66.33,0.36,1.33,-7.01,37.0,
short,1000,"[8, 12, 16, 20, 24]",8,4,5,3,15,14.2545,142.55,313,71.88,29.07,0.46,1.35,-18.32,18.0,
short,1000,"[5, 8, 11, 14, 17, 20]",5,3,6,5,0,14.1667,141.67,5,100.0,0.0,28.33,13.92,8.33,50.0,
short,1000,"[6, 11, 16, 21]",6,5,4,5,10,14.1175,141.17,440,42.27,59.77,0.32,1.63,-9.43,28.48,
short,1000,"[7, 12, 17, 22, 27]",7,5,5,5,10,14.0858,140.86,392,34.95,66.33,0.36,1.33,-5.61,56.37,
short,1000,"[5, 10, 15, 20, 25, 30]",5,5,6,7,0,14.0,140.0,4,100.0,0.0,35.0,17.39,11.67,70.0,
short,1000,"[6, 9, 12, 15, 18]",6,3,5,5,0,14.0,140.0,5,100.0,0.0,28.0,13.9,10.0,50.0,
short,1000,"[6, 11, 16, 21, 26, 31]",6,5,6,4,0,14.0,140.0,8,100.0,0.0,17.5,8.72,6.67,40.0,
short,1000,"[7, 10, 13, 16, 19]",7,3,5,5,0,14.0,140.0,5,100.0,0.0,28.0,13.87,10.0,50.0,
short,1000,"[7, 11, 15, 19, 23, 27]",7,4,6,7,0,14.0,140.0,4,100.0,0.0,35.0,17.33,11.67,70.0,
short,1000,"[7, 12, 17, 22, 27]",7,5,5,7,0,14.0,140.0,4,100.0,0.0,35.0,17.33,14.0,70.0,
short,1000,"[8, 11, 14, 17, 20, 23]",8,3,6,7,0,14.0,140.0,3,100.0,0.0,46.67,22.56,35.0,70.0,
short,1000,"[8, 13, 18, 23]",8,5,4,4,0,14.0,140.0,6,100.0,0.0,23.33,11.74,10.0,40.0,
short,1000,"[8, 13, 18, 23]",8,5,4,7,0,14.0,140.0,3,100.0,0.0,46.67,22.56,35.0,70.0,
short,1000,"[5, 10, 15, 20]",5,5,4,5,0,13.75,137.5,5,100.0,0.0,27.5,13.92,12.5,50.0,
short,1000,"[6, 11, 16, 21]",6,5,4,5,0,13.75,137.5,5,100.0,0.0,27.5,13.88,12.5,50.0,
short,1000,"[7, 11, 15, 19]",7,4,4,5,0,13.75,137.5,5,100.0,0.0,27.5,13.87,12.5,50.0,
short,1000,"[8, 11, 14, 17]",8,3,4,5,0,13.75,137.5,4,100.0,0.0,34.38,16.92,12.5,50.0,
short,1000,"[7, 12, 17, 22, 27]",7,5,5,4,0,13.6,136.0,7,100.0,0.0,19.43,9.95,8.0,40.0,
short,1000,"[8, 12, 16, 20, 24]",8,4,5,4,0,13.6,136.0,6,100.0,0.0,22.67,11.38,8.0,40.0,
short,1000,"[8, 12, 16, 20, 24, 28]",8,4,6,3,15,13.5715,135.71,313,71.88,29.07,0.43,1.35,-15.27,22.14,
short,1000,"[7, 10, 13, 16]",7,3,4,7,10,13.5606,135.61,359,28.69,73.82,0.38,1.7,-7.01,52.5,
short,1000,"[7, 12, 17, 22]",7,5,4,6,0,13.5,135.0,4,100.0,0.0,33.75,17.34,15.0,60.0,
short,1000,"[8, 13, 18, 23]",8,5,4,6,0,13.5,135.0,4,100.0,0.0,33.75,16.91,15.0,60.0,
short,1000,"[7, 12, 17, 22, 27, 32]",7,5,6,7,10,13.37,133.7,359,27.58,73.82,0.37,1.7,-4.67,74.76,
short,1000,"[5, 10, 15]",5,5,3,4,0,13.3333,133.33,5,100.0,0.0,26.67,13.93,13.33,40.0,
short,1000,"[6, 11, 16]",6,5,3,4,0,13.3333,133.33,5,100.0,0.0,26.67,13.88,13.33,40.0,
short,1000,"[7, 11, 15]",7,4,3,4,0,13.3333,133.33,5,100.0,0.0,26.67,13.87,13.33,40.0,
short,1000,"[7, 11, 15, 19, 23, 27]",7,4,6,4,0,13.3333,133.33,7,100.0,0.0,19.05,9.94,6.67,40.0,
short,1000,"[8, 11, 14]",8,3,3,4,0,13.3333,133.33,4,100.0,0.0,33.33,16.91,13.33,40.0,
short,1000,"[8, 11, 14, 17, 20, 23]",8,3,6,4,0,13.3333,133.33,6,100.0,0.0,22.22,11.74,6.67,40.0,
short,1000,"[8, 13, 18]",8,5,3,5,0,13.3333,133.33,4,100.0,0.0,33.33,16.91,16.67,50.0,
short,1000,"[6, 11, 16, 21, 26, 31]",6,5,6,6,10,13.2203,132.2,409,37.65,64.55,0.32,1.97,-6.29,66.87,
short,1000,"[5, 10, 15, 20, 25]",5,5,5,6,0,13.2,132.0,4,100.0,0.0,33.0,17.4,12.0,60.0,
short,1000,"[8, 12, 16, 20, 24]",8,4,5,6,0,13.2,132.0,4,100.0,0.0,33.0,16.9,12.0,60.0,
short,1000,"[5, 9, 13, 17, 21]",5,4,5,5,0,13.0,130.0,5,100.0,0.0,26.0,13.91,10.0,50.0,
short,1000,"[5, 9, 13, 17, 21, 25]",5,4,6,6,0,13.0,130.0,4,100.0,0.0,32.5,17.4,10.0,60.0,
short,1000,"[6, 9, 12, 15]",6,3,4,4,0,13.0,130.0,5,100.0,0.0,26.0,13.9,10.0,40.0,
short,1000,"[6, 10, 14, 18, 22]",6,4,5,5,0,13.0,130.0,5,100.0,0.0,26.0,13.88,10.0,50.0,
short,1000,"[6, 10, 14, 18, 22, 26]",6,4,6,6,0,13.0,130.0,4,100.0,0.0,32.5,17.34,10.0,60.0,
short,1000,"[7, 10, 13, 16]",7,3,4,4,0,13.0,130.0,5,100.0,0.0,26.0,13.86,10.0,40.0,
short,1000,"[8, 11, 14, 17, 20, 23]",8,3,6,6,0,13.0,130.0,4,100.0,0.0,32.5,16.9,10.0,60.0,
short,1000,"[5, 8, 11, 14, 17]",5,3,5,4,0,12.8,128.0,5,100.0,0.0,25.6,13.92,8.0,40.0,
short,1000,"[8, 13, 18, 23, 28]",8,5,5,4,0,12.8,128.0,6,100.0,0.0,21.33,11.32,8.0,40.0,
short,1000,"[6, 11, 16]",6,5,3,5,10,12.7627,127.63,440,42.27,59.77,0.29,1.63,-12.58,33.33,
short,1000,"[5, 10, 15, 20]",5,5,4,3,0,12.75,127.5,7,100.0,0.0,18.21,10.41,7.5,30.0,
short,1000,"[7, 12, 17, 22, 27]",7,5,5,7,10,12.7107,127.11,359,27.58,73.82,0.35,1.7,-5.61,56.37,
short,1000,"[7, 12, 17, 22, 27, 32]",7,5,6,4,0,12.6667,126.67,7,100.0,0.0,18.1,9.94,6.67,40.0,
short,1000,"[8, 12, 16, 20, 24, 28]",8,4,6,4,0,12.6667,126.67,6,100.0,0.0,21.11,11.31,6.67,40.0,
short,1000,"[6, 11, 16, 21, 26]",6,5,5,6,10,12.6583,126.58,409,37.65,64.55,0.31,1.97,-7.55,48.18,
short,1000,"[5, 10, 15, 20, 25]",5,5,5,3,0,12.6,126.0,9,100.0,0.0,14.0,7.84,6.0,30.0,
short,1000,"[7, 10, 13, 16, 19]",7,3,5,3,0,12.6,126.0,7,100.0,0.0,18.0,10.35,6.0,30.0,
short,1000,"[7, 12, 17, 22]",7,5,4,7,10,12.5419,125.42,359,27.58,73.82,0.35,1.7,-7.01,37.0,
short,1000,"[5, 8, 11, 14, 17, 20]",5,3,6,3,0,12.5,125.0,7,100.0,0.0,17.86,10.41,5.0,30.0,
short,1000,"[6, 9, 12, 15, 18, 21]",6,3,6,5,0,12.5,125.0,5,100.0,0.0,25.0,13.88,8.33,50.0,
short,1000,"[7, 10, 13, 16, 19, 22]",7,3,6,5,0,12.5,125.0,5,100.0,0.0,25.0,13.86,8.33,50.0,
short,1000,"[7, 12, 17, 22]",7,5,4,5,0,12.5,125.0,5,100.0,0.0,25.0,13.86,12.5,50.0,
short,1000,"[8, 12, 16, 20]",8,4,4,5,0,12.5,125.0,4,100.0,0.0,31.25,16.9,12.5,50.0,
short,1000,"[7, 12, 17]",7,5,3,5,10,12.457,124.57,392,34.95,66.33,0.32,1.33,-9.35,33.33,
short,1000,"[8, 11, 14, 17, 20, 23]",8,3,6,4,15,12.4167,124.17,290,65.52,35.52,0.43,1.96,-18.27,20.0,
short,1000,"[8, 12, 16, 20]",8,4,4,3,15,12.3746,123.75,313,70.93,29.07,0.4,1.35,-22.9,22.5,
short,1000,"[6, 11, 16, 21, 26, 31]",6,5,6,4,10,12.2848,122.85,466,47.0,54.94,0.26,1.41,-6.29,66.87,
short,1000,"[7, 10, 13]",7,3,3,6,10,12.2303,122.3,380,30.26,69.74,0.32,1.42,-9.35,60.0,
short,1000,"[5, 8, 11]",5,3,3,3,0,12.0,120.0,5,100.0,0.0,24.0,13.93,10.0,30.0,
short,1000,"[5, 9, 13, 17]",5,4,4,4,0,12.0,120.0,5,100.0,0.0,24.0,13.93,10.0,40.0,
short,1000,"[5, 9, 13, 17, 21]",5,4,5,3,0,12.0,120.0,7,100.0,0.0,17.14,10.41,6.0,30.0,
short,1000,"[5, 9, 13, 17, 21, 25]",5,4,6,3,0,12.0,120.0,9,100.0,0.0,13.33,7.84,5.0,30.0,
short,1000,"[6, 10, 14, 18]",6,4,4,4,0,12.0,120.0,5,100.0,0.0,24.0,13.88,10.0,40.0,
short,1000,"[6, 10, 14, 18, 22]",6,4,5,3,0,12.0,120.0,7,100.0,0.0,17.14,10.36,6.0,30.0,
short,1000,"[6, 11, 16, 21]",6,5,4,3,0,12.0,120.0,7,100.0,0.0,17.14,10.38,7.5,30.0,
short,1000,"[7, 12, 17]",7,5,3,4,0,12.0,120.0,5,100.0,0.0,24.0,13.87,13.33,40.0,
short,1000,"[8, 11, 14, 17, 20]",8,3,5,5,0,12.0,120.0,4,100.0,0.0,30.0,16.91,10.0,50.0,
short,1000,"[8, 12, 16]",8,4,3,4,0,12.0,120.0,4,100.0,0.0,30.0,16.9,13.33,40.0,
short,1000,"[6, 11, 16, 21, 26]",6,5,5,4,10,11.5356,115.36,466,47.0,54.94,0.25,1.41,-7.55,48.18,
short,1000,"[5, 10, 15, 20, 25, 30]",5,5,6,3,0,11.5,115.0,9,100.0,0.0,12.78,7.79,5.0,30.0,
short,1000,"[6, 9, 12, 15, 18, 21]",6,3,6,3,0,11.5,115.0,7,100.0,0.0,16.43,10.38,5.0,30.0,
short,1000,"[6, 10, 14, 18, 22, 26]",6,4,6,3,0,11.5,115.0,8,100.0,0.0,14.37,8.72,5.0,30.0,
short,1000,"[7, 10, 13, 16, 19, 22]",7,3,6,3,0,11.5,115.0,7,100.0,0.0,16.43,10.28,5.0,30.0,
short,1000,"[6, 11, 16, 21, 26]",6,5,5,3,0,11.4,114.0,8,100.0,0.0,14.25,8.72,6.0,30.0,
short,1000,"[5, 8, 11, 14, 17, 20]",5,3,6,4,0,11.3333,113.33,5,100.0,0.0,22.67,13.91,6.67,40.0,
short,1000,"[5, 8, 11, 14]",5,3,4,3,0,11.25,112.5,5,100.0,0.0,22.5,13.93,7.5,30.0,
short,1000,"[7, 12, 17, 22]",7,5,4,3,0,11.25,112.5,7,100.0,0.0,16.07,10.29,7.5,30.0,
short,1000,"[8, 12, 16, 20]",8,4,4,3,0,11.25,112.5,6,100.0,0.0,18.75,11.76,7.5,30.0,
short,1000,"[6, 9, 12, 15, 18]",6,3,5,4,0,11.2,112.0,5,100.0,0.0,22.4,13.88,8.0,40.0,
short,1000,"[7, 10, 13, 16, 19]",7,3,5,4,0,11.2,112.0,5,100.0,0.0,22.4,13.86,8.0,40.0,
short,1000,"[5, 9, 13]",5,4,3,3,0,11.0,110.0,5,100.0,0.0,22.0,13.93,10.0,30.0,
short,1000,"[5, 10, 15, 20]",5,5,4,4,0,11.0,110.0,5,100.0,0.0,22.0,13.91,10.0,40.0,
short,1000,"[6, 9, 12]",6,3,3,3,0,11.0,110.0,5,100.0,0.0,22.0,13.9,10.0,30.0,
short,1000,"[6, 10, 14]",6,4,3,3,0,11.0,110.0,5,100.0,0.0,22.0,13.88,10.0,30.0,
short,1000,"[6, 11, 16, 21]",6,5,4,4,0,11.0,110.0,5,100.0,0.0,22.0,13.86,10.0,40.0,
short,1000,"[7, 10, 13]",7,3,3,3,0,11.0,110.0,5,100.0,0.0,22.0,13.83,10.0,30.0,
short,1000,"[7, 11, 15, 19]",7,4,4,4,0,11.0,110.0,5,100.0,0.0,22.0,13.86,10.0,40.0,
short,1000,"[8, 11, 14, 17]",8,3,4,4,0,11.0,110.0,4,100.0,0.0,27.5,16.9,10.0,40.0,
short,1000,"[8, 11, 14, 17, 20]",8,3,5,4,15,10.9976,109.98,290,64.48,35.52,0.38,1.96,-21.92,24.0,
short,1000,"[8, 13, 18]",8,5,3,4,0,10.6667,106.67,4,100.0,0.0,26.67,16.9,13.33,40.0,
short,1000,"[8, 12, 16, 20, 24]",8,4,5,7,15,10.54,105.4,234,50.0,51.28,0.45,3.57,-18.32,42.0,
short,1000,"[6, 11, 16, 21, 26, 31]",6,5,6,3,0,10.5,105.0,8,100.0,0.0,13.12,8.72,5.0,30.0,
short,1000,"[8, 12, 16, 20, 24, 28]",8,4,6,7,15,10.476,104.76,234,50.0,51.28,0.45,3.57,-15.27,35.0,
short,1000,"[5, 9, 13, 17, 21]",5,4,5,4,0,10.4,104.0,5,100.0,0.0,20.8,13.91,8.0,40.0,
short,1000,"[8, 13, 18, 23, 28, 33]",8,5,6,3,15,10.2638,102.64,310,71.29,29.68,0.33,1.42,-13.75,40.81,
short,1000,"[7, 12, 17, 22, 27]",7,5,5,3,0,10.2,102.0,7,100.0,0.0,14.57,9.92,6.0,30.0,
short,1000,"[8, 12, 16, 20, 24]",8,4,5,3,0,10.2,102.0,6,100.0,0.0,17.0,11.28,6.0,30.0,
short,1000,"[7, 12, 17]",7,5,3,7,10,10.1651,101.65,359,27.58,73.82,0.28,1.7,-9.35,46.67,
short,1000,"[5, 10, 15]",5,5,3,3,0,10.0,100.0,5,100.0,0.0,20.0,13.91,10.0,30.0,
short,1000,"[6, 9, 12, 15, 18, 21]",6,3,6,4,0,10.0,100.0,5,100.0,0.0,20.0,13.87,6.67,40.0,
short,1000,"[6, 11, 16]",6,5,3,3,0,10.0,100.0,5,100.0,0.0,20.0,13.87,10.0,30.0,
short,1000,"[7, 11, 15]",7,4,3,3,0,10.0,100.0,5,100.0,0.0,20.0,13.83,10.0,30.0,
short,1000,"[8, 11, 14]",8,3,3,3,0,10.0,100.0,4,100.0,0.0,25.0,16.85,10.0,30.0,
short,1000,"[6, 9, 12, 15]",6,3,4,3,0,9.75,97.5,5,100.0,0.0,19.5,13.87,7.5,30.0,
short,1000,"[7, 10, 13, 16]",7,3,4,3,0,9.75,97.5,5,100.0,0.0,19.5,13.83,7.5,30.0,
short,1000,"[8, 12, 16]",8,4,3,4,15,9.6584,96.58,288,63.89,36.11,0.34,2.02,-30.53,40.0,
short,1000,"[8, 13, 18, 23, 28]",8,5,5,3,15,9.6098,96.1,310,71.29,29.68,0.31,1.42,-16.5,21.9,
short,1000,"[5, 8, 11, 14, 17]",5,3,5,3,0,9.6,96.0,5,100.0,0.0,19.2,13.91,6.0,30.0,
short,1000,"[6, 10, 14, 18, 22, 26]",6,4,6,3,15,9.5997,96.0,425,77.88,22.59,0.23,1.76,-23.19,15.0,
short,1000,"[8, 11, 14, 17, 20, 23]",8,3,6,5,15,9.5915,95.92,272,59.93,41.18,0.35,2.5,-18.27,25.0,
short,1000,"[8, 12, 16, 20, 24, 28]",8,4,6,3,0,9.5,95.0,6,100.0,0.0,15.83,11.28,5.0,30.0,
short,1000,"[6, 11, 16, 21]",6,5,4,6,10,9.4736,94.74,409,37.65,64.55,0.23,1.97,-9.43,30.0,
short,1000,"[8, 13, 18, 23]",8,5,4,3,15,9.4731,94.73,310,71.29,29.68,0.31,1.42,-20.63,15.0,
short,1000,"[6, 9, 12, 15, 18, 21]",6,3,6,5,10,9.1715,91.72,449,44.99,58.13,0.2,1.59,-7.82,28.86,
short,1000,"[5, 9, 13, 17]",5,4,4,3,0,9.0,90.0,5,100.0,0.0,18.0,13.91,7.5,30.0,
short,1000,"[6, 10, 14, 18]",6,4,4,3,0,9.0,90.0,5,100.0,0.0,18.0,13.86,7.5,30.0,
short,1000,"[7, 12, 17]",7,5,3,3,0,9.0,90.0,5,100.0,0.0,18.0,13.82,10.0,30.0,
short,1000,"[8, 12, 16]",8,4,3,3,0,9.0,90.0,4,100.0,0.0,22.5,16.84,10.0,30.0,
short,1000,"[8, 13, 18, 23, 28, 33]",8,5,6,4,15,8.4903,84.9,284,64.08,36.97,0.3,2.15,-13.75,40.81,
short,1000,"[6, 9, 12, 15, 18]",6,3,5,3,0,8.4,84.0,5,100.0,0.0,16.8,13.86,6.0,30.0,
short,1000,"[5, 8, 11]",5,3,3,3,10,8.3522,83.52,626,62.62,37.38,0.13,1.16,-22.05,30.0,
short,1000,"[5, 8, 11, 14, 17, 20]",5,3,6,6,10,8.2354,82.35,464,43.75,57.11,0.18,2.26,-11.02,40.0,
